id	label	description	synonyms	node_url	is_root	parent_url
FBbt:00111597	adult abdominal segment 2 posterior compartment	Any adult abdominal segment posterior compartment (FBbt:00111595) that is part of some adult abdominal segment 2 (FBbt:00003026).		http://purl.obolibrary.org/obo/FBbt_00111597	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00111597/hierarchicalParents
FBbt:00110265	lateral transverse muscle 2	Second-most anterior of the lateral transverse muscles.	LT2 muscle	http://purl.obolibrary.org/obo/FBbt_00110265	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110265/hierarchicalParents
FBbt:00110266	A1-7 LT2 motor neuron	Motor neuron developing from neuroblast NB2-2 lineage that innervates the external lateral transverse muscle 2. It exits the ventral nerve cord via the segmental nerve root nerve fasciculating with the SNa nerve branch and innervates the LT2 muscle with type Ib boutons.	MN22/23-Ib	http://purl.obolibrary.org/obo/FBbt_00110266	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110266/hierarchicalParents
FBbt:00001540	2-2M of abdomen	Any embryonic/larval motor neuron (FBbt:00007675) that is part of some larval abdomen (FBbt:00001746) and that develops from some neuroblast NB2-2 (FBbt:00001385).		http://purl.obolibrary.org/obo/FBbt_00001540	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00001540/hierarchicalParents
FBbt:00110264	LT2 motor neuron	Motor neuron that innervates the external lateral transverse muscle 2.	MN22/23-Ib	http://purl.obolibrary.org/obo/FBbt_00110264	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110264/hierarchicalParents
FBbt:00000628	A1-7 lateral transverse muscle 2	The second anterior-most of the lateral transverse muscles in each of embryonic/larval abdominal segments 1-7.	A1-7 pleural external transverse 2	http://purl.obolibrary.org/obo/FBbt_00000628	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000628/hierarchicalParents
FBbt:00001385	neuroblast NB2-2	Neuroblast NB2-2 delaminates at S2 and generates two to three motorneurons that innervate anterior lateral muscles via the SNa. It generates a large number of local interneurons and a smaller number of late-developing intersegmental interneurons. In the larva, it resumes proliferation in all thoracic segments. The neurons that develop from this neuroblast form postembryonic lineage 10.	NB lineage 10	http://purl.obolibrary.org/obo/FBbt_00001385	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00001385/hierarchicalParents
FBbt:00111596	adult abdominal segment 1 posterior compartment	Any adult abdominal segment posterior compartment (FBbt:00111595) that is part of some adult abdominal segment 1 (FBbt:00003025).		http://purl.obolibrary.org/obo/FBbt_00111596	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00111596/hierarchicalParents
FBbt:00111574	adult segment posterior compartment			http://purl.obolibrary.org/obo/FBbt_00111574	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00111574/hierarchicalParents
FBbt:00110263	A1-7 LT1 motor neuron	Motor neuron developing from neuroblast NB2-2 lineage that innervates the external lateral transverse muscle 1. It exits the ventral nerve cord via the segmental nerve root, fasciculating with the SNa nerve branch and innervates the LT1 muscle with type Ib boutons.	MN-LT1	http://purl.obolibrary.org/obo/FBbt_00110263	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110263/hierarchicalParents
FBbt:00000627	A1-7 lateral transverse muscle 1	The most anterior of the lateral transverse muscles in each of embryonic/larval abdominal segments 1-7.	A1-7 pleural external transverse 1	http://purl.obolibrary.org/obo/FBbt_00000627	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000627/hierarchicalParents
FBbt:00007248	chorionic specialization	Specialized structure of the chorion of the egg.		http://purl.obolibrary.org/obo/FBbt_00007248	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007248/hierarchicalParents
FBbt:00111594	adult abdominal segment 11 anterior compartment	Any adult abdominal segment anterior compartment (FBbt:00111583) that is part of some adult abdominal segment 11 (FBbt:00003035).		http://purl.obolibrary.org/obo/FBbt_00111594	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00111594/hierarchicalParents
FBbt:00003035	adult abdominal segment 11	Any abdominal segment 11 (FBbt:00000032) that is part of some adult abdomen (FBbt:00003023).		http://purl.obolibrary.org/obo/FBbt_00003035	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00003035/hierarchicalParents
FBbt:00007249	adult prothoracic chordotonal organ	Any chordotonal organ (FBbt:00005215) that is part of some adult prothoracic segment (FBbt:00003020).		http://purl.obolibrary.org/obo/FBbt_00007249	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007249/hierarchicalParents
FBbt:00004248	prothoracic chordotonal organ	Any chordotonal organ (FBbt:00005215) that is part of some prothoracic segment (FBbt:00000017).		http://purl.obolibrary.org/obo/FBbt_00004248	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004248/hierarchicalParents
FBbt:00003020	adult prothoracic segment	Any prothoracic segment (FBbt:00000017) that is part of some adult thorax (FBbt:00003018).	prothorax	http://purl.obolibrary.org/obo/FBbt_00003020	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00003020/hierarchicalParents
FBbt:00007250	inter-ommatidial cell	Cell which is part of the boundary between ommatidia.	interommatidial cell	http://purl.obolibrary.org/obo/FBbt_00007250	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007250/hierarchicalParents
FBbt:00005163	sensory organ cell	Any somatic cell (FBbt:00100318) that is part of some sense organ (FBbt:00005155).		http://purl.obolibrary.org/obo/FBbt_00005163	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005163/hierarchicalParents
FBbt:00007369	inter-ommatidial precursor cell	Precursor of the inter-ommatidial cells (secondary and tertiary pigment cells). From 10 hours after puparium formation (APF), these cells are part of an unstructured pool of undifferentiated cells surrounding each developing ommatidial core. Around 20-23 hours APF, the primary precursors leave this pool and become part of the ommatidia. Following this, the inter-ommatidial precursors and inter-ommatidial bristle precursors develop into an organized lattice surrounding the ommatidia.	interommatidial precursor cell	http://purl.obolibrary.org/obo/FBbt_00007369	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007369/hierarchicalParents
FBbt:00004200	retina	The array of photoreceptors and the cells that support them in a compound eye.		http://purl.obolibrary.org/obo/FBbt_00004200	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004200/hierarchicalParents
FBbt:00010896	abdominal 6 temporary eclosion muscle SBM	Temporary eclosion muscle of adult abdominal segment 6 that develops from abdominal 6 segment border muscle of the larva by a process of remodelling.	A6 PITM 8	http://purl.obolibrary.org/obo/FBbt_00010896	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00010896/hierarchicalParents
FBbt:00007674	abdominal temporary eclosion muscle SBM	Temporary eclosion muscle of the adult abdomen that develops from an A1-7 segment border muscle. It extends dorsoventrally, and is located in the intersegmental fold between two abdominal segments.	lateral intersegmental temporary muscle	http://purl.obolibrary.org/obo/FBbt_00007674	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007674/hierarchicalParents
FBbt:00000896	abdominal 6 segment border muscle	Any A1-7 segment border muscle (FBbt:00000606) that is part of some larval abdominal segment 6 (FBbt:00001753).	A6 SBM	http://purl.obolibrary.org/obo/FBbt_00000896	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000896/hierarchicalParents
FBbt:00110272	A1-7 LT4 motor neuron	Motor neuron developing from neuroblast NB3-2 lineage that innervates the external lateral transverse muscle 4. It exits the ventral nerve cord via the segmental nerve root nerve fasciculating with the SNa nerve branch and innervates the LT4 muscle with type Ib boutons.	MN23/24-Ib	http://purl.obolibrary.org/obo/FBbt_00110272	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110272/hierarchicalParents
FBbt:00110270	LT4 motor neuron	Motor neuron from neuroblast NB3-2 lineage that innervates the external lateral transverse muscle 4.	MN23/24-Ib	http://purl.obolibrary.org/obo/FBbt_00110270	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110270/hierarchicalParents
FBbt:00000630	A1-7 lateral transverse muscle 4	The fourth anterior-most of the lateral transverse muscles in each of embryonic/larval abdominal segments 1-7.	muscle 19 - dorso-lateral external oblique 	http://purl.obolibrary.org/obo/FBbt_00000630	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000630/hierarchicalParents
FBbt:00007257	abdominal vch2 neuron	Neuron of abdominal ventral monoscolopidial chordotonal organ vch2. Fasciculates in branch c of the segmental nerve, SNc (Campos-Ortega and Hartenstein, 1997).		http://purl.obolibrary.org/obo/FBbt_00007257	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007257/hierarchicalParents
FBbt:00100296	abdominal sensory neuron	A sensory neuron that is part of the abdomen.	sensory neuron of abdomen	http://purl.obolibrary.org/obo/FBbt_00100296	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00100296/hierarchicalParents
FBbt:00002451	abdominal posterior fascicle neuron	Any neuron (FBbt:00005106) that fasciculates with some abdominal segmental nerve (FBbt:00002197).		http://purl.obolibrary.org/obo/FBbt_00002451	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00002451/hierarchicalParents
FBbt:00007256	vch2 neuron	Sensory neuron that innervates the monoscolopidial chordotonal organ vch2 of the ventral cluster in a larval segment.		http://purl.obolibrary.org/obo/FBbt_00007256	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007256/hierarchicalParents
FBbt:00007255	abdominal ventral monoscolopidial chordotonal organ vch2	Ventral monoscolopidial chordotonal organ of larval abdominal segments 1-7, innervated by a single neuron - vch2 (vchB).	vchB	http://purl.obolibrary.org/obo/FBbt_00007255	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007255/hierarchicalParents
FBbt:00110273	LO1 motor neuron	Motor neuron that innervates the external lateral transverse muscle 1.	MN-LO1	http://purl.obolibrary.org/obo/FBbt_00110273	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110273/hierarchicalParents
FBbt:00007258	abdominal 7 vch2 neuron	Any abdominal vch2 neuron (FBbt:00007257) that is part of some abdominal 7 ventral monoscolopidial chordotonal organ vch2 (FBbt:00007265).		http://purl.obolibrary.org/obo/FBbt_00007258	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007258/hierarchicalParents
FBbt:00001994	A7 neuron	Any abdominal neuron (FBbt:00001987) that is part of some larval abdominal segment 7 (FBbt:00001754).		http://purl.obolibrary.org/obo/FBbt_00001994	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00001994/hierarchicalParents
FBbt:00007265	abdominal 7 ventral monoscolopidial chordotonal organ vch2	Any abdominal ventral monoscolopidial chordotonal organ vch2 (FBbt:00007255) that is part of some larval abdominal segment 7 (FBbt:00001754).		http://purl.obolibrary.org/obo/FBbt_00007265	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007265/hierarchicalParents
FBbt:00110271	lateral transverse muscle 4	Posterior-most of the lateral transverse muscles.	LT4 muscle	http://purl.obolibrary.org/obo/FBbt_00110271	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110271/hierarchicalParents
FBbt:00002663	monoscolopidial chordotonal organ	Chordotonal organ with a single scolopidium.		http://purl.obolibrary.org/obo/FBbt_00002663	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00002663/hierarchicalParents
FBbt:00007309	embryonic/larval ventral sensory cluster of A1-7	A paired cluster of sense organs and multi-dendritic sensory neurons located ventrally on each side of larval abdominal segments 1-7.	larval ventral sensory cluster of A1-7	http://purl.obolibrary.org/obo/FBbt_00007309	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007309/hierarchicalParents
FBbt:00002039	vch neuron	Sensory neuron that innervates a ventral chordotonal organ of the larval abdomen or thorax.		http://purl.obolibrary.org/obo/FBbt_00002039	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00002039/hierarchicalParents
FBbt:00007253	photoreceptor cell of Bolwig organ	Photoreceptor cell that is part of a Bolwig's organ. Unlike the photoreceptors of the adult eye, eyelet and ocellus, these photoreceptors do not contain rhabdomeres, but instead have apical surfaces which are folded into numerous microtubule containing lamellae.	photoreceptor cell of Bolwig's organ	http://purl.obolibrary.org/obo/FBbt_00007253	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007253/hierarchicalParents
FBbt:00004211	photoreceptor cell	Sensory neuron that reacts to the presence of light, due to the presence of rhodopsin.	retinula cell	http://purl.obolibrary.org/obo/FBbt_00004211	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004211/hierarchicalParents
GO:0043153	entrainment of circadian clock by photoperiod	The synchronization of a circadian rhythm to photoperiod, the intermittent cycle of light (day) and dark (night).	photoentrainment of circadian clock	http://purl.obolibrary.org/obo/GO_0043153	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FGO_0043153/hierarchicalParents
FBbt:00001967	Bolwig nerve	Larval nerve connecting the Bolwig's organ to the optic lobe. It consists of the axons of the photoreceptor cells of Bolwig organ.	larval optic nerve	http://purl.obolibrary.org/obo/FBbt_00001967	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00001967/hierarchicalParents
FBbt:00005805	Bolwig organ	Visual organ of the larva. It consists of a dense cluster of 12 ciliated photoreceptor neurons located on either side of the midline in a dorsomedial position in the anterior region of the larva.	stemmata organ	http://purl.obolibrary.org/obo/FBbt_00005805	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005805/hierarchicalParents
FBbt:00007254	eo support cell	Cell which makes part of the sheath that encloses the soma and dendrite of an eo-type sensory neuron.	eo accessory cell	http://purl.obolibrary.org/obo/FBbt_00007254	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007254/hierarchicalParents
FBbt:00007232	eo-type sensillum	Sensillum with innervated external cuticular sensory structure consisting of one or more bipolar sensory neurons, and 3 support cells: a trichogen cell which makes the external cuticular sensory structure, a thecogen cell which makes the socket that holds the base of the external sensory structure and a tormogen cell which makes the cuticular matrix (cap) at the tip of the innervating dendrite(s).		http://purl.obolibrary.org/obo/FBbt_00007232	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007232/hierarchicalParents
